c1,ind,year,emp,wage,cap,indoutpt,n,w,k,ys,rec,yearm1,id,nL1,nL2,wL1,kL1,kL2,ysL1,ysL2,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984
386-1,1,1976,2.9059999,22.0219,.58819997,126.7636,1.0667776,3.0920374,-.53068829,4.8423238,386,1982,56,,,,,,,,1,0,0,0,0,0,0,0,0
387-1,1,1977,3.0280001,20.558001,.58410001,128.3653,1.1079024,3.0232501,-.53768307,4.8548799,387,1976,56,1.0667776,,3.0920374,-.53068829,,4.8423238,,0,1,0,0,0,0,0,0,0
388-1,1,1978,2.9849999,20.2542,.58859998,124.4507,1.0935997,3.0083623,-.53000849,4.8239098,388,1977,56,1.1079024,1.0667776,3.0232501,-.53768307,-.53068829,4.8548799,4.8423238,0,0,1,0,0,0,0,0,0
389-1,1,1979,2.8770001,22.7008,.56629997,125.2176,1.0567482,3.1224,-.56863135,4.8300529,389,1978,56,1.0935997,1.1079024,3.0083623,-.53000849,-.53768307,4.8239098,4.8548799,0,0,0,1,0,0,0,0,0
390-1,1,1980,2.612,20.494801,.4948,100,.96011621,3.0201712,-.70360166,4.6051702,390,1979,56,1.0567482,1.0935997,3.1224,-.56863135,-.53000849,4.8300529,4.8239098,0,0,0,0,1,0,0,0,0
391-1,1,1981,2.1400001,25.0394,.38839999,97.430496,.7608059,3.2204506,-.9457196,4.5791392,391,1980,56,.96011621,1.0567482,3.0201712,-.70360166,-.56863135,4.6051702,4.8300529,0,0,0,0,0,1,0,0,0
392-1,1,1982,1.5599999,25.997299,.33340001,96.679703,.44468579,3.2579927,-1.0984123,4.5714035,392,1981,56,.7608059,.96011621,3.2204506,-.9457196,-.70360166,4.5791392,4.6051702,0,0,0,0,0,0,1,0,0
393-1,8,1977,2.0480001,14.6551,.14120001,117.9279,.71686375,2.6847885,-1.9575779,4.7700734,393,1982,57,,,,,,,,0,1,0,0,0,0,0,0,0
394-1,8,1978,2.158,14.5408,.1384,120.2607,.76918185,2.6769586,-1.9776073,4.7896619,394,1977,57,.71686375,,2.6847885,-1.9575779,,4.7700734,,0,0,1,0,0,0,0,0,0
395-1,8,1979,2.0109999,14.4554,.1432,118.9515,.69863206,2.6710682,-1.943513,4.7787156,395,1978,57,.76918185,.71686375,2.6769586,-1.9776073,-1.9575779,4.7896619,4.7700734,0,0,0,1,0,0,0,0,0
396-1,8,1980,1.877,14.2665,.1195,113.406,.62967473,2.6579142,-2.124439,4.7309742,396,1979,57,.69863206,.76918185,2.6710682,-1.943513,-1.9776073,4.7787156,4.7896619,0,0,0,0,1,0,0,0,0
397-1,8,1981,.97799999,14.2563,.088200003,98.165497,-.022245623,2.6571989,-2.4281483,4.5866547,397,1980,57,.62967473,.69863206,2.6579142,-2.124439,-1.943513,4.7309742,4.7787156,0,0,0,0,0,1,0,0,0
398-1,8,1982,.83700001,15.424,.068000004,92.314201,-.17793119,2.7359247,-2.6882474,4.525198,398,1981,57,-.022245623,.62967473,2.6571989,-2.4281483,-2.124439,4.5866547,4.7309742,0,0,0,0,0,0,1,0,0
399-1,8,1983,.81999999,16.1724,.058899999,92.120697,-.19845095,2.7833061,-2.8319142,4.5230994,399,1982,57,-.17793119,-.022245623,2.7359247,-2.6882474,-2.4281483,4.525198,4.5866547,0,0,0,0,0,0,0,1,0
400-1,4,1976,20.84,29.9837,6.9187999,116.4,3.0368743,3.4006538,1.9342424,4.7570324,400,1983,58,,,,,,,,1,0,0,0,0,0,0,0,0
401-1,4,1977,22.705,26.077101,7.9398999,115.7,3.1225851,3.2610576,2.0719006,4.7510004,401,1976,58,3.0368743,,3.4006538,1.9342424,,4.7570324,,0,1,0,0,0,0,0,0,0
402-1,4,1978,23.844999,25.526501,8.6398001,112.8,3.1715746,3.2397172,2.1563795,4.7256165,402,1977,58,3.1225851,3.0368743,3.2610576,2.0719006,1.9342424,4.7510004,4.7570324,0,0,1,0,0,0,0,0,0
403-1,4,1979,23.073,24.4342,8.2435999,108.9,3.1386631,3.1959839,2.1094372,4.6904302,403,1978,58,3.1715746,3.1225851,3.2397172,2.1563795,2.0719006,4.7256165,4.7510004,0,0,0,1,0,0,0,0,0
404-1,4,1980,20.52,23.927799,8.6848001,100,3.0214,3.175041,2.1615744,4.6051702,404,1979,58,3.1386631,3.1715746,3.1959839,2.1094372,2.1563795,4.6904302,4.7256165,0,0,0,0,1,0,0,0,0
405-1,4,1981,16.499001,25.0674,8.0987997,89.199997,2.8032999,3.2215681,2.0917158,4.490881,405,1980,58,3.0214,3.1386631,3.175041,2.1615744,2.1094372,4.6051702,4.6904302,0,0,0,0,0,1,0,0,0
406-1,4,1982,13.949,25.539801,4.6929998,90.5,2.6354079,3.240238,1.546072,4.5053496,406,1981,58,2.8032999,3.0214,3.2215681,2.0917158,2.1615744,4.490881,4.6051702,0,0,0,0,0,0,1,0,0
407-1,8,1977,9.849,18.2812,1.3387001,117.9279,2.28737,2.9058733,.29169902,4.7700734,407,1982,59,,,,,,,,0,1,0,0,0,0,0,0,0
408-1,8,1978,9.5979996,17.1099,1.1058,120.2607,2.2615547,2.8396573,.10056908,4.7896619,408,1977,59,2.28737,,2.9058733,.29169902,,4.7700734,,0,0,1,0,0,0,0,0,0
409-1,8,1979,8.9429998,16.3748,1.0513,118.9515,2.190871,2.7957435,.050027542,4.7787156,409,1978,59,2.2615547,2.28737,2.8396573,.10056908,.29169902,4.7896619,4.7700734,0,0,0,1,0,0,0,0,0
410-1,8,1980,7.5539999,16.273001,.89630002,113.406,2.0220773,2.7895074,-.10948008,4.7309742,410,1979,59,2.190871,2.2615547,2.7957435,.050027542,.10056908,4.7787156,4.7896619,0,0,0,0,1,0,0,0,0
411-1,8,1981,5.8340001,17.3946,.6688,98.165497,1.7637029,2.8561599,-.40227023,4.5866547,411,1980,59,2.0220773,2.190871,2.7895074,-.10948008,.050027542,4.7309742,4.7787156,0,0,0,0,0,1,0,0,0
412-1,8,1982,4.743,19.509199,.53210002,92.314201,1.5566698,2.970886,-.63092381,4.525198,412,1981,59,1.7637029,2.0220773,2.8561599,-.40227023,-.10948008,4.5866547,4.7309742,0,0,0,0,0,0,1,0,0
413-1,8,1983,3.9820001,20.3419,.4639,92.120697,1.3817842,3.0126827,-.76808625,4.5230994,413,1982,59,1.5566698,1.7637029,2.970886,-.63092381,-.40227023,4.525198,4.5866547,0,0,0,0,0,0,0,1,0
414-1,9,1976,3.1099999,25.520599,.76359999,103.7669,1.1346227,3.239486,-.2697112,4.6421471,414,1983,60,,,,,,,,1,0,0,0,0,0,0,0,0
415-1,9,1977,1.147,24.587299,.39230001,106.9042,.1371498,3.20223,-.93572843,4.6719332,415,1976,60,1.1346227,,3.239486,-.2697112,,4.6421471,,0,1,0,0,0,0,0,0,0
416-1,9,1978,.75800002,23.163,.1804,109.4623,-.27707186,3.1425562,-1.7125787,4.69558,416,1977,60,.1371498,1.1346227,3.20223,-.93572843,-.2697112,4.6719332,4.6421471,0,0,1,0,0,0,0,0,0
417-1,9,1979,.76899999,21.9189,.1691,111.9345,-.26266432,3.0873492,-1.7772651,4.7179141,417,1978,60,-.27707186,.1371498,3.1425562,-1.7125787,-.93572843,4.69558,4.6719332,0,0,0,1,0,0,0,0,0
418-1,9,1980,.73100001,20.4489,.1463,100,-.3133418,3.0179291,-1.9220959,4.6051702,418,1979,60,-.26266432,-.27707186,3.0873492,-1.7772651,-1.7125787,4.7179141,4.69558,0,0,0,0,1,0,0,0,0
419-1,9,1981,.99800003,21.5611,.17209999,93.186203,-.0020019768,3.0708907,-1.7596797,4.5345998,419,1980,60,-.3133418,-.26266432,3.0179291,-1.9220959,-1.7772651,4.6051702,4.7179141,0,0,0,0,0,1,0,0,0
420-1,9,1982,.88599998,21.102301,.1314,90.816399,-.12103835,3.049382,-2.0295091,4.5088401,420,1981,60,-.0020019768,-.3133418,3.0708907,-1.7596797,-1.9220959,4.5345998,4.6051702,0,0,0,0,0,0,1,0,0
421-1,9,1977,2.4790001,21.6332,.4948,104.5512,.90785527,3.0742292,-.70360166,4.6496768,421,1982,61,,,,,,,,0,1,0,0,0,0,0,0,0
422-1,9,1978,2.503,21.3619,.4307,107.5437,.91749001,3.061609,-.84234345,4.6778975,422,1977,61,.90785527,,3.0742292,-.70360166,,4.6496768,,0,0,1,0,0,0,0,0,0
423-1,9,1979,2.586,21.6716,.4391,110.0804,.95011228,3.0760026,-.82302809,4.701211,423,1978,61,.91749001,.90785527,3.061609,-.84234345,-.70360166,4.6778975,4.6496768,0,0,0,1,0,0,0,0,0
424-1,9,1980,2.612,22.2521,.46329999,108.9509,.96011621,3.1024363,-.76938051,4.6908975,424,1979,61,.95011228,.91749001,3.0760026,-.82302809,-.84234345,4.701211,4.6778975,0,0,0,0,1,0,0,0,0
425-1,9,1981,2.2309999,22.268999,.44780001,98.2966,.80244988,3.1031954,-.80340856,4.5879893,425,1980,61,.96011621,.95011228,3.1024363,-.76938051,-.82302809,4.6908975,4.701211,0,0,0,0,0,1,0,0,0
426-1,9,1982,1.827,24.0683,.3849,92.593697,.60267532,3.1808956,-.9547717,4.5282211,426,1981,61,.80244988,.96011621,3.1031954,-.80340856,-.76938051,4.5879893,4.6908975,0,0,0,0,0,0,1,0,0
427-1,9,1983,1.71,22.808201,.33860001,91.5326,.53649342,3.1271203,-1.0829358,4.516695,427,1982,61,.60267532,.80244988,3.1808956,-.9547717,-.80340856,4.5282211,4.5879893,0,0,0,0,0,0,0,1,0
428-1,8,1977,2.763,16.0079,.14929999,117.9279,1.016317,2.7730823,-1.9017977,4.7700734,428,1983,62,,,,,,,,0,1,0,0,0,0,0,0,0
429-1,8,1978,2.6900001,15.7933,.14139999,120.2607,.98954123,2.7595859,-1.9561626,4.7896619,429,1977,62,1.016317,,2.7730823,-1.9017977,,4.7700734,,0,0,1,0,0,0,0,0,0
430-1,8,1979,2.651,15.7482,.1373,118.9515,.97493696,2.756726,-1.985587,4.7787156,430,1978,62,.98954123,1.016317,2.7595859,-1.9561626,-1.9017977,4.7896619,4.7700734,0,0,0,1,0,0,0,0,0
431-1,8,1980,2.5320001,15.6637,.1278,113.406,.92900956,2.7513459,-2.0572886,4.7309742,431,1979,62,.97493696,.98954123,2.756726,-1.985587,-1.9561626,4.7787156,4.7896619,0,0,0,0,1,0,0,0,0
432-1,8,1981,2.2479999,16.4161,.1088,98.165497,.81004089,2.7982626,-2.2182438,4.5866547,432,1980,62,.92900956,.97493696,2.7513459,-2.0572886,-1.985587,4.7309742,4.7787156,0,0,0,0,0,1,0,0,0
433-1,8,1982,1.761,17.693199,.0942,92.314201,.56588185,2.8731804,-2.3623352,4.525198,433,1981,62,.81004089,.92900956,2.7982626,-2.2182438,-2.0572886,4.5866547,4.7309742,0,0,0,0,0,0,1,0,0
434-1,8,1983,1.85,18.9452,.1433,92.120697,.61518568,2.9415505,-1.9428149,4.5230994,434,1982,62,.56588185,.81004089,2.8731804,-2.3623352,-2.2182438,4.525198,4.5866547,0,0,0,0,0,0,0,1,0
435-1,2,1976,.81199998,39.104301,.58829999,110.1,-.20825496,3.6662326,-.53051829,4.7013888,435,1983,63,,,,,,,,1,0,0,0,0,0,0,0,0
436-1,2,1977,.829,34.5228,.54430002,109.2,-.18753512,3.54162,-.60825467,4.693181,436,1976,63,-.20825496,,3.6662326,-.53051829,,4.7013888,,0,1,0,0,0,0,0,0,0
437-1,2,1978,.861,33.496498,.5474,111.9,-.14966077,3.511441,-.60257548,4.7176056,437,1977,63,-.18753512,-.20825496,3.54162,-.60825467,-.53051829,4.693181,4.7013888,0,0,1,0,0,0,0,0,0
438-1,2,1979,.85699999,32.6866,.56709999,111,-.15431736,3.4869652,-.56721961,4.7095304,438,1978,63,-.14966077,-.18753512,3.511441,-.60257548,-.60825467,4.7176056,4.693181,0,0,0,1,0,0,0,0,0
439-1,2,1980,.86699998,30.738501,.53100002,100,-.14271632,3.4255159,-.63299322,4.6051702,439,1979,63,-.15431736,-.14966077,3.4869652,-.56721961,-.60257548,4.7095304,4.7176056,0,0,0,0,1,0,0,0,0
440-1,2,1981,.84200001,31.9259,.44409999,89,-.17197526,3.4634175,-.81170553,4.4886365,440,1980,63,-.14271632,-.15431736,3.4255159,-.63299322,-.56721961,4.6051702,4.7095304,0,0,0,0,0,1,0,0,0
441-1,2,1982,.81800002,33.823101,.40110001,90.900002,-.20089293,3.5211439,-.91354448,4.5097599,441,1981,63,-.17197526,-.14271632,3.4634175,-.81170553,-.63299322,4.4886365,4.6051702,0,0,0,0,0,0,1,0,0
442-1,2,1976,9.0740004,33.706799,1.8112,110.1,2.2054131,3.5176995,.59398961,4.7013888,442,1982,64,,,,,,,,1,0,0,0,0,0,0,0,0
443-1,2,1977,9.5620003,29.4653,1.8613,109.2,2.257797,3.3832133,.62127519,4.693181,443,1976,64,2.2054131,,3.5176995,.59398961,,4.7013888,,0,1,0,0,0,0,0,0,0
444-1,2,1978,9.4879999,29.7516,1.9375,111.9,2.2500279,3.3928828,.66139847,4.7176056,444,1977,64,2.257797,2.2054131,3.3832133,.62127519,.59398961,4.693181,4.7013888,0,0,1,0,0,0,0,0,0
445-1,2,1979,9.5900002,27.6723,1.8433,111,2.260721,3.3204319,.61155742,4.7095304,445,1978,64,2.2500279,2.257797,3.3928828,.66139847,.62127519,4.7176056,4.693181,0,0,0,1,0,0,0,0,0
446-1,2,1980,9.3800001,25.797501,1.7134,100,2.2385798,3.2502775,.53847969,4.6051702,446,1979,64,2.260721,2.2500279,3.3204319,.61155742,.66139847,4.7095304,4.7176056,0,0,0,0,1,0,0,0,0
447-1,2,1981,8.3579998,27.2806,1.4133,89,2.1232193,3.3061757,.34592742,4.4886365,447,1980,64,2.2385798,2.260721,3.2502775,.53847969,.61155742,4.6051702,4.7095304,0,0,0,0,0,1,0,0,0
448-1,2,1982,7.0359998,27.9863,1.2695,90.900002,1.9510398,3.3317151,.23862314,4.5097599,448,1981,64,2.1232193,2.2385798,3.3061757,.34592742,.53847969,4.4886365,4.6051702,0,0,0,0,0,0,1,0,0
449-1,2,1976,25.106001,29.993299,7.0049,110.1,3.2231069,3.400974,1.9466099,4.7013888,449,1982,65,,,,,,,,1,0,0,0,0,0,0,0,0
450-1,2,1977,24.018999,31.1199,6.98,109.2,3.1788452,3.4378474,1.943049,4.693181,450,1976,65,3.2231069,,3.400974,1.9466099,,4.7013888,,0,1,0,0,0,0,0,0,0
451-1,2,1978,24.080999,30.733999,6.4631,111.9,3.1814232,3.4253695,1.866109,4.7176056,451,1977,65,3.1788452,3.2231069,3.4378474,1.943049,1.9466099,4.693181,4.7013888,0,0,1,0,0,0,0,0,0
452-1,2,1979,23.688,26.9734,6.0222998,111,3.1649685,3.2948513,1.7954692,4.7095304,452,1978,65,3.1814232,3.1788452,3.4253695,1.866109,1.943049,4.7176056,4.693181,0,0,0,1,0,0,0,0,0
453-1,2,1980,21.739,26.2379,5.7821999,100,3.079108,3.267205,1.7547842,4.6051702,453,1979,65,3.1649685,3.1814232,3.2948513,1.7954692,1.866109,4.7095304,4.7176056,0,0,0,0,1,0,0,0,0
454-1,2,1981,18.584999,28.428101,6.3329,89,2.9223547,3.347378,1.8457583,4.4886365,454,1980,65,3.079108,3.1649685,3.267205,1.7547842,1.7954692,4.6051702,4.7095304,0,0,0,0,0,1,0,0,0
455-1,2,1982,19.566,26.800301,6.237,90.900002,2.9737933,3.288413,1.8304993,4.5097599,455,1981,65,2.9223547,3.079108,3.347378,1.8457583,1.7547842,4.4886365,4.6051702,0,0,0,0,0,0,1,0,0
456-1,2,1977,8.5,32.8913,5.2909999,109.875,2.1400661,3.4932082,1.6660073,4.6993432,456,1982,66,,,,,,,,0,1,0,0,0,0,0,0,0
457-1,2,1978,8.5,30.0208,5.4821,109.875,2.1400661,3.4018905,1.7014883,4.6993432,457,1977,66,2.1400661,,3.4932082,1.6660073,,4.6993432,,0,0,1,0,0,0,0,0,0
458-1,2,1979,8.3000002,30.323799,5.7722001,111.675,2.1162555,3.4119329,1.7530533,4.7155929,458,1978,66,2.1400661,2.1400661,3.4018905,1.7014883,1.6660073,4.6993432,4.6993432,0,0,0,1,0,0,0,0,0
459-1,2,1980,8.3000002,28.0602,5.8627,108.25,2.1162555,3.3343523,1.7686102,4.6844435,459,1979,66,2.1162555,2.1400661,3.4119329,1.7530533,1.7014883,4.7155929,4.6993432,0,0,0,0,1,0,0,0,0
460-1,2,1981,7.6999998,28.345301,5.5780001,97.25,2.0412202,3.3444612,1.7188303,4.5772848,460,1980,66,2.1162555,2.1162555,3.3343523,1.7686102,1.7530533,4.6844435,4.7155929,0,0,0,0,0,1,0,0,0
461-1,2,1982,7,35.3102,5.2565999,89.474998,1.9459101,3.5641718,1.6594844,4.4939594,461,1981,66,2.0412202,2.1162555,3.3444612,1.7188303,1.7686102,4.5772848,4.6844435,0,0,0,0,0,0,1,0,0
462-1,2,1983,6.9000001,30.0644,5.1087999,91.650002,1.9315214,3.4033418,1.6309645,4.5179768,462,1982,66,1.9459101,2.0412202,3.5641718,1.6594844,1.7188303,4.4939594,4.5772848,0,0,0,0,0,0,0,1,0
463-1,8,1976,11.658,16.9153,.63779998,117.0448,2.4559927,2.8282185,-.44973055,4.7625566,463,1983,67,,,,,,,,1,0,0,0,0,0,0,0,0
464-1,8,1977,12.271,18.364901,.64579999,120.5774,2.5072389,2.9104412,-.43726543,4.7922916,464,1976,67,2.4559927,,2.8282185,-.44973055,,4.7625566,,0,1,0,0,0,0,0,0,0
465-1,8,1978,12.251,18.662901,.71810001,119.3105,2.5056076,2.9265378,-.33114642,4.7817292,465,1977,67,2.5072389,2.4559927,2.9104412,-.43726543,-.44973055,4.7922916,4.7625566,0,0,1,0,0,0,0,0,0
466-1,8,1979,11.82,20.322701,.7518,117.8746,2.4697931,3.0117385,-.28528494,4.7696214,466,1978,67,2.5056076,2.5072389,2.9265378,-.33114642,-.43726543,4.7817292,4.7922916,0,0,0,1,0,0,0,0,0
467-1,8,1980,10.886,20.3881,.67830002,100,2.3874776,3.0149515,-.38816556,4.6051702,467,1979,67,2.4697931,2.5056076,3.0117385,-.28528494,-.33114642,4.7696214,4.7817292,0,0,0,0,1,0,0,0,0
468-1,8,1981,9.6000004,20.462099,.5948,92.662102,2.2617631,3.0185742,-.51953006,4.5289598,468,1980,67,2.3874776,2.4697931,3.0149515,-.38816556,-.28528494,4.6051702,4.7696214,0,0,0,0,0,1,0,0,0
469-1,8,1982,9.7659998,20.2388,.55699998,91.270401,2.2789071,3.0076015,-.58519006,4.5138264,469,1981,67,2.2617631,2.3874776,3.0185742,-.51953006,-.38816556,4.5289598,4.6051702,0,0,0,0,0,0,1,0,0
470-1,2,1976,3.74,36.437901,4.1327,110.1,1.3190856,3.5956094,1.4189309,4.7013888,470,1982,68,,,,,,,,1,0,0,0,0,0,0,0,0
471-1,2,1977,3.7780001,33.8451,4.3586998,109.2,1.3291948,3.5217943,1.4721738,4.693181,471,1976,68,1.3190856,,3.5956094,1.4189309,,4.7013888,,0,1,0,0,0,0,0,0,0
472-1,2,1978,3.8110001,34.311401,4.4966002,111.9,1.3378917,3.5354776,1.5033216,4.7176056,472,1977,68,1.3291948,1.3190856,3.5217943,1.4721738,1.4189309,4.693181,4.7013888,0,0,1,0,0,0,0,0,0
473-1,2,1979,4.4400001,30.320101,5.9594002,111,1.4906543,3.4118109,1.7849698,4.7095304,473,1978,68,1.3378917,1.3291948,3.5354776,1.5033216,1.4721738,4.7176056,4.693181,0,0,0,1,0,0,0,0,0
474-1,2,1980,6.3080001,27.171,5.1318998,100,1.8418187,3.3021502,1.6354759,4.6051702,474,1979,68,1.4906543,1.3378917,3.4118109,1.7849698,1.5033216,4.7095304,4.7176056,0,0,0,0,1,0,0,0,0
475-1,2,1981,5.8610001,28.2645,4.7757001,89,1.7683202,3.3416066,1.5635406,4.4886365,475,1980,68,1.8418187,1.4906543,3.3021502,1.6354759,1.7849698,4.6051702,4.7095304,0,0,0,0,0,1,0,0,0
476-1,2,1982,5.4289999,27.904699,4.0679998,90.900002,1.6917549,3.3287952,1.4031514,4.5097599,476,1981,68,1.7683202,1.8418187,3.3416066,1.5635406,1.6354759,4.4886365,4.6051702,0,0,0,0,0,0,1,0,0
477-1,2,1977,1.272,31.0518,.373,109.875,.24059042,3.4356568,-.98617685,4.6993432,477,1982,69,,,,,,,,0,1,0,0,0,0,0,0,0
478-1,2,1978,1.2920001,31.001499,.39520001,109.875,.25619146,3.4340355,-.92836326,4.6993432,478,1977,69,.24059042,,3.4356568,-.98617685,,4.6993432,,0,0,1,0,0,0,0,0,0
479-1,2,1979,1.386,30.1143,.41780001,111.675,.32642192,3.4050002,-.87275243,4.7155929,479,1978,69,.25619146,.24059042,3.4340355,-.92836326,-.98617685,4.6993432,4.6993432,0,0,0,1,0,0,0,0,0
480-1,2,1980,1.46,27.9505,.50529999,108.25,.37843648,3.330435,-.682603,4.6844435,480,1979,69,.32642192,.25619146,3.4050002,-.87275243,-.92836326,4.7155929,4.6993432,0,0,0,0,1,0,0,0,0
481-1,2,1981,1.351,26.498199,.48199999,97.25,.30084503,3.2770767,-.72981119,4.5772848,481,1980,69,.37843648,.32642192,3.330435,-.682603,-.87275243,4.6844435,4.7155929,0,0,0,0,0,1,0,0,0
482-1,2,1982,1.365,28.112101,.4646,89.474998,.31115443,3.3362,-.76657844,4.4939594,482,1981,69,.30084503,.37843648,3.2770767,-.72981119,-.682603,4.5772848,4.6844435,0,0,0,0,0,0,1,0,0
483-1,2,1983,1.4630001,27.971201,.43939999,91.650002,.38048917,3.3311753,-.82234514,4.5179768,483,1982,69,.31115443,.30084503,3.3362,-.76657844,-.72981119,4.4939594,4.5772848,0,0,0,0,0,0,0,1,0
484-1,9,1977,2.6489999,23.645399,.30739999,104.5512,.97418219,3.1631687,-1.1796055,4.6496768,484,1983,70,,,,,,,,0,1,0,0,0,0,0,0,0
485-1,9,1978,2.5050001,22.2871,.30219999,107.5437,.91828877,3.104008,-1.1966662,4.6778975,485,1977,70,.97418219,,3.1631687,-1.1796055,,4.6496768,,0,0,1,0,0,0,0,0,0
486-1,9,1979,2.4030001,22.3043,.30239999,110.0804,.87671798,3.1047795,-1.1960046,4.701211,486,1978,70,.91828877,.97418219,3.104008,-1.1966662,-1.1796055,4.6778975,4.6496768,0,0,0,1,0,0,0,0,0
487-1,9,1980,2.247,21.978901,.28569999,108.9509,.809596,3.0900829,-1.252813,4.6908975,487,1979,70,.87671798,.91828877,3.1047795,-1.1960046,-1.1966662,4.701211,4.6778975,0,0,0,0,1,0,0,0,0
488-1,9,1981,1.853,20.344801,.3301,98.2966,.61680597,3.0128255,-1.1083597,4.5879893,488,1980,70,.809596,.87671798,3.0900829,-1.252813,-1.1960046,4.6908975,4.701211,0,0,0,0,0,1,0,0,0
489-1,9,1982,1.322,23.1259,.24240001,92.593697,.27914575,3.1409533,-1.417166,4.5282211,489,1981,70,.61680597,.809596,3.0128255,-1.1083597,-1.252813,4.5879893,4.6908975,0,0,0,0,0,0,1,0,0
490-1,9,1983,.81599998,25.159,.148,91.5326,-.20334095,3.2252157,-1.910543,4.516695,490,1982,70,.27914575,.61680597,3.1409533,-1.417166,-1.1083597,4.5282211,4.5879893,0,0,0,0,0,0,0,1,0
491-1,9,1976,1.6,27.6175,.3272,102.5303,.47000363,3.3184497,-1.1171837,4.6301584,491,1983,71,,,,,,,,1,0,0,0,0,0,0,0,0
492-1,9,1977,1.429,23.0534,.32440001,106.1199,.3569749,3.1378133,-1.125778,4.6645699,492,1976,71,.47000363,,3.3184497,-1.1171837,,4.6301584,,0,1,0,0,0,0,0,0,0
493-1,9,1978,1.605,23.2288,.433,108.8228,.47312376,3.1453929,-.83701754,4.6897206,493,1977,71,.3569749,.47000363,3.1378133,-1.125778,-1.1171837,4.6645699,4.6301584,0,0,1,0,0,0,0,0,0
494-1,9,1979,1.798,23.906601,.46270001,111.3165,.58667493,3.1741545,-.77067637,4.7123775,494,1978,71,.47312376,.3569749,3.1453929,-.83701754,-1.125778,4.6897206,4.6645699,0,0,0,1,0,0,0,0,0
495-1,9,1980,1.586,22.5639,.2929,102.9836,.46121511,3.1163514,-1.227924,4.6345696,495,1979,71,.58667493,.47312376,3.1741545,-.77067637,-.83701754,4.7123775,4.6897206,0,0,0,0,1,0,0,0,0
496-1,9,1981,1.011,23.937799,.2295,94.889603,.010939977,3.1754587,-1.4718523,4.5527143,496,1980,71,.46121511,.58667493,3.1163514,-1.227924,-.77067637,4.6345696,4.7123775,0,0,0,0,0,1,0,0,0
497-1,9,1982,.91299999,23.933599,.2184,91.408798,-.091019414,3.1752832,-1.521427,4.5153418,497,1981,71,.010939977,.46121511,3.1754587,-1.4718523,-1.227924,4.5527143,4.6345696,0,0,0,0,0,0,1,0,0
498-1,9,1976,13.353,30.6087,2.3559,103.7669,2.5917411,3.4212842,.85692286,4.6421471,498,1982,72,,,,,,,,1,0,0,0,0,0,0,0,0
499-1,9,1977,12.255,29.0961,2.1592,106.9042,2.505934,3.370604,.76973778,4.6719332,499,1976,72,2.5917411,,3.4212842,.85692286,,4.6421471,,0,1,0,0,0,0,0,0,0
500-1,9,1978,11.963,29.8629,2.0213001,109.4623,2.4818187,3.3966169,.70374089,4.69558,500,1977,72,2.505934,2.5917411,3.370604,.76973778,.85692286,4.6719332,4.6421471,0,0,1,0,0,0,0,0,0
501-1,9,1979,11.776,32.937199,1.9421,111.9345,2.4660635,3.4946027,.6637699,4.7179141,501,1978,72,2.4818187,2.505934,3.3966169,.70374089,.76973778,4.69558,4.6719332,0,0,0,1,0,0,0,0,0
502-1,9,1980,11.318,32.134899,1.9499,100,2.4263945,3.4699426,.66777813,4.6051702,502,1979,72,2.4660635,2.4818187,3.4946027,.6637699,.70374089,4.7179141,4.69558,0,0,0,0,1,0,0,0,0
503-1,9,1981,8.7810001,34.703899,1.728,93.186203,2.1725903,3.5468521,.5469647,4.5345998,503,1980,72,2.4263945,2.4660635,3.4699426,.66777813,.6637699,4.6051702,4.7179141,0,0,0,0,0,1,0,0,0
504-1,9,1982,7.619,33.998699,1.904,90.816399,2.0306451,3.5263224,.64395696,4.5088401,504,1981,72,2.1725903,2.4263945,3.5468521,.5469647,.66777813,4.5345998,4.6051702,0,0,0,0,0,0,1,0,0
505-1,9,1977,1.341,35.6866,.4501,104.5512,.29341558,3.5747752,-.79828548,4.6496768,505,1982,73,,,,,,,,0,1,0,0,0,0,0,0,0
506-1,9,1978,1.385,32.4538,.4686,107.5437,.32570013,3.4798176,-.75800574,4.6778975,506,1977,73,.29341558,,3.5747752,-.79828548,,4.6496768,,0,0,1,0,0,0,0,0,0
507-1,9,1979,1.401,30.558599,.46790001,110.0804,.33718628,3.419646,-.75950068,4.701211,507,1978,73,.32570013,.29341558,3.4798176,-.75800574,-.79828548,4.6778975,4.6496768,0,0,0,1,0,0,0,0,0
508-1,9,1980,1.401,33.242401,.43130001,108.9509,.33718628,3.5038261,-.84095132,4.6908975,508,1979,73,.33718628,.32570013,3.419646,-.75950068,-.75800574,4.701211,4.6778975,0,0,0,0,1,0,0,0,0
509-1,9,1981,1.34,33.0928,.44909999,98.2966,.29266962,3.4993157,-.80050975,4.5879893,509,1980,73,.33718628,.33718628,3.5038261,-.84095132,-.75950068,4.6908975,4.701211,0,0,0,0,0,1,0,0,0
510-1,9,1982,1.232,34.538799,.2139,92.593697,.20863886,3.5420833,-1.5422467,4.5282211,510,1981,73,.29266962,.33718628,3.4993157,-.80050975,-.84095132,4.5879893,4.6908975,0,0,0,0,0,0,1,0,0
511-1,9,1983,.66500002,34.942001,.1647,91.5326,-.40796819,3.5536895,-1.8036296,4.516695,511,1982,73,.20863886,.29266962,3.5420833,-1.5422467,-.80050975,4.5282211,4.5879893,0,0,0,0,0,0,0,1,0
